,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
102395,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-12-08,44777,1849,5615,     647,     268,   -2210
102396,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-12-01,44130,1581,7825,   -3185,    -321,   -2792
102397,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-11-24,47315,1902,10617,    1444,     238,     545
102398,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-11-17,45871,1664,10072,    -399,    -271,    -668
102399,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-11-10,46270,1935,10740,    5887,   -1027,    2500
102400,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-11-03,40383,2962,8240,   -3793,      99,   -2717
102401,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-10-27,44176,2863,10957,    2026,    -664,    1009
102402,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-10-20,42150,3527,9948,     312,     370,     146
102403,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-10-13,41838,3157,9802,    1664,     -20,     873
102404,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-10-06,40174,3177,8929,     650,    -907,    2033
102405,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-09-30,39524,4084,6896,    4065,   -1192,    3006
102406,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-09-15,35459,5276,3890,     885,   -1661,    2733
102407,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-08-31,34574,6937,1157,    -303,    -676,    -848
102408,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-08-14,34877,7613,2005,   -5869,   -4858,     881
102409,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-07-31,40746,12471,1124,   -7782,   -4767,    -369
102410,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-07-15,48528,17238,1493,     358,   -1022,    -552
102411,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-06-30,48170,18260,2045,    -642,    4390,     468
102412,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-06-15,48812,13870,1577,   10517,    7449,     359
102413,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-05-29,38295,6421,1218,   -2014,     509,    -297
102414,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-05-15,40309,5912,1515,    -145,    1910,    -956
102415,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-04-30,40454,4002,2471,   -3575,     -85,     463
102416,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-04-15,44029,4087,2008,   -2418,   -4354,     181
102417,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-03-31,46447,8441,1827,    -888,     402,    -396
102418,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-03-13,47335,8039,2223,   -4198,   -3647,   -1320
102419,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-02-28,51533,11686,3543,    2383,    6577,   -2421
102420,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-02-14,49150,5109,5964,    2848,    3176,   -4109
102421,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-01-31,46302,1933,10073,   -2625,     891,   -5973
102422,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1992-01-15,48927,1042,16046,    5593,    -191,    1559
102423,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-12-31,43334,1233,14487,   -3351,   -1515,   -1934
102424,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-12-13,46685,2748,16421,   10321,   -3587,   11139
102425,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-11-29,36364,6335,5282,   -4138,   -2829,    -461
102426,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-11-15,40502,9164,5743,   -4623,   -3547,    -269
102427,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-10-31,45125,12711,6012,    3475,    2605,     427
102428,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-10-15,41650,10106,5585,     495,   -1825,    1237
102429,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-09-30,41155,11931,4348,    -425,     496,    1415
102430,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-09-16,41580,11435,2933,    4904,    5479,     422
102431,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-08-30,36676,5956,2511,    3893,    3532,   -2312
102432,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-08-15,32783,2424,4823,     280,     383,   -1849
102433,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-07-31,32503,2041,6672,    -577,    1099,       8
102434,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-07-15,33080,942,6664,   -3341,   -1060,     696
102435,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-06-28,36421,2002,5968,   -3944,    1419,   -2463
102436,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-06-14,40365,583,8431,   -5251,    -183,   -5217
102437,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-05-31,45616,766,13648,     187,    -426,    -609
102438,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-05-15,45429,1192,14257,    8693,   -1908,    4928
102439,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-04-30,36736,3100,9329,    4222,     965,    3602
102440,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-04-15,32514,2135,5727,   -1325,     315,   -1121
102441,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-03-28,33839,1820,6848,    -541,     -94,    1007
102442,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-03-15,34380,1914,5841,    -373,    -314,     392
102443,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-02-28,34753,2228,5449,    -303,    1256,   -1149
102444,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-02-15,35056,972,6598,   -2600,     299,   -1106
102445,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-01-31,37656,673,7704,    3893,   -5783,    4162
102446,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1991-01-15,33763,6456,3542,   -2020,    4569,   -1807
102447,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-12-31,35783,1887,5349,   -3107,     430,   -4984
102448,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-12-14,38890,1457,10333,    2867,    -164,    3533
102449,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-11-30,36023,1621,6800,    1948,    -654,    3256
102450,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-11-15,34075,2275,3544,   -2499,     413,    -650
102451,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-10-31,36574,1862,4194,    -326,    -561,   -1213
102452,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-10-15,36900,2423,5407,    4610,    -485,    1035
102453,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-09-28,32290,2908,4372,      42,   -4124,    2284
102454,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-09-14,32248,7032,2088,     -59,    -375,     405
102455,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-08-31,32307,7407,1683,     755,    -100,    -904
102456,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-08-15,31552,7507,2587,     733,    -247,     930
102457,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-07-31,30819,7754,1657,   -2810,   -1567,     454
102458,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-07-13,33629,9321,1203,    1535,     670,   -2506
102459,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-06-29,32094,8651,3709,    2803,    5734,    -357
102460,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-06-15,29291,2917,4066,   -2634,   -1835,    -101
102461,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-05-31,31925,4752,4167,    -177,   -1230,    2405
102462,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-05-15,32102,5982,1762,    -842,    2321,   -2943
102463,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-04-30,32944,3661,4705,   -2607,   -4091,     226
102464,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-04-12,35551,7752,4479,    3052,   -1262,    1668
102465,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-03-30,32499,9014,2811,   -3244,    -673,   -3129
102466,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-03-15,35743,9687,5940,    2347,    6022,     257
102467,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-02-28,33396,3665,5683,     925,    1925,     376
102468,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-02-15,32471,1740,5307,   -2286,     760,   -3721
102469,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-01-31,34757,980,9028,    3784,   -1012,    3224
102470,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1990-01-15,30973,1992,5804,     986,    1369,   -1185
102471,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-12-29,29987,623,6989,    -594,    -601,    -689
101045,COPPER - COMMODITY EXCHANGE INC.,1989-12-15,2427,0,730,   -4359,    -171,    -425
102472,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-12-15,30581,1224,7678,    5660,     425,     902
102473,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-11-30,24921,799,6776,   10471,     658,    6527
101046,COPPER - COMMODITY EXCHANGE INC.,1989-11-30,6786,171,1155,   -9095,    -784,   -4486
101047,COPPER - COMMODITY EXCHANGE INC.,1989-11-15,15881,955,5641,   -3742,   -1224,    -248
102474,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-11-15,14450,141,249,    4091,      31,    -103
101048,COPPER - COMMODITY EXCHANGE INC.,1989-10-31,19623,2179,5889,    -911,   -4220,    4776
102475,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-10-31,10359,110,352,    2812,     110,     152
102476,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-10-13,7547,0,200,    1716,       0,     200
101049,COPPER - COMMODITY EXCHANGE INC.,1989-10-13,20534,6399,1113,    1906,    4459,    -637
101050,COPPER - COMMODITY EXCHANGE INC.,1989-09-29,18628,1940,1750,   -5840,   -4191,     356
102477,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-09-29,5831,0,0,     937,       0,       0
101051,COPPER - COMMODITY EXCHANGE INC.,1989-09-15,24468,6131,1394,   -1491,      98,    -382
102478,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-09-15,4894,0,0,     376,       0,       0
101052,COPPER - COMMODITY EXCHANGE INC.,1989-08-31,25959,6033,1776,     338,   -2077,    -976
102479,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-08-31,4518,0,0,    1403,       0,       0
102480,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-08-15,3115,0,0,     762,       0,       0
101053,COPPER - COMMODITY EXCHANGE INC.,1989-08-15,25621,8110,2752,    3755,    3469,    -181
102481,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,1989-07-31,2353,0,0,     277,       0,       0
101054,COPPER - COMMODITY EXCHANGE INC.,1989-07-31,21866,4641,2933,   -3883,      45,   -5100
101055,COPPER - COMMODITY EXCHANGE INC.,1989-07-14,25749,4596,8033,    -916,     414,    -490
101056,COPPER - COMMODITY EXCHANGE INC.,1989-06-30,26665,4182,8523,   -1713,     402,    1118
101057,COPPER - COMMODITY EXCHANGE INC.,1989-06-15,28378,3780,7405,    -324,    -330,   -1330
101058,COPPER - COMMODITY EXCHANGE INC.,1989-05-31,28702,4110,8735,   -1299,   -2513,    1496
101059,COPPER - COMMODITY EXCHANGE INC.,1989-05-15,30001,6623,7239,   -5515,   -3826,    2932
101060,COPPER - COMMODITY EXCHANGE INC.,1989-04-28,35516,10449,4307,   -2270,     317,    -685
101061,COPPER - COMMODITY EXCHANGE INC.,1989-04-14,37786,10132,4992,    4510,    1864,    -440
101062,COPPER - COMMODITY EXCHANGE INC.,1989-03-31,33276,8268,5432,   -2430,   -1713,    1158
101063,COPPER - COMMODITY EXCHANGE INC.,1989-03-15,35706,9981,4274,    1146,    5238,   -1211
101064,COPPER - COMMODITY EXCHANGE INC.,1989-02-28,34560,4743,5485,     517,       7,   -1718
101065,COPPER - COMMODITY EXCHANGE INC.,1989-02-15,34043,4736,7203,    -840,   -6504,    1316
101066,COPPER - COMMODITY EXCHANGE INC.,1989-01-31,34883,11240,5887,    2672,    4578,    1340
101067,COPPER - COMMODITY EXCHANGE INC.,1989-01-13,32211,6662,4547,    1128,    -281,     690
101068,COPPER - COMMODITY EXCHANGE INC.,1988-12-30,31083,6943,3857,   -1446,    -370,     667
101069,COPPER - COMMODITY EXCHANGE INC.,1988-12-15,32529,7313,3190,   -3484,     480,    -353
101070,COPPER - COMMODITY EXCHANGE INC.,1988-11-30,36013,6833,3543,     590,    1302,     317
101071,COPPER - COMMODITY EXCHANGE INC.,1988-11-15,35423,5531,3226,   -2613,   -6678,     307
101072,COPPER - COMMODITY EXCHANGE INC.,1988-10-31,38036,12209,2919,    2577,    -362,   -1217
101073,COPPER - COMMODITY EXCHANGE INC.,1988-10-14,35459,12571,4136,   -1014,   -1637,     952
101074,COPPER - COMMODITY EXCHANGE INC.,1988-09-30,36473,14208,3184,    1561,    2403,    2377
101075,COPPER - COMMODITY EXCHANGE INC.,1988-09-15,34912,11805,807,    1244,    4618,    -789
101076,COPPER - COMMODITY EXCHANGE INC.,1988-08-31,33668,7187,1596,    5599,    2231,     511
101077,COPPER - COMMODITY EXCHANGE INC.,1988-08-15,28069,4956,1085,     632,     386,     242
101078,COPPER - COMMODITY EXCHANGE INC.,1988-07-29,27437,4570,843,   -4241,    -748,    -741
101079,COPPER - COMMODITY EXCHANGE INC.,1988-07-15,31678,5318,1584,   -5878,   -2274,    1045
101080,COPPER - COMMODITY EXCHANGE INC.,1988-06-30,37556,7592,539,    1880,     596,    -113
101081,COPPER - COMMODITY EXCHANGE INC.,1988-06-15,35676,6996,652,    6835,    3296,     152
101082,COPPER - COMMODITY EXCHANGE INC.,1988-05-31,28841,3700,500,   -3938,      58,     500
101083,COPPER - COMMODITY EXCHANGE INC.,1988-05-13,32779,3642,0,    2345,     479,    -112
101084,COPPER - COMMODITY EXCHANGE INC.,1988-04-29,30434,3163,112,   -3748,   -3161,     -40
101085,COPPER - COMMODITY EXCHANGE INC.,1988-04-15,34182,6324,152,   -5878,   -3601,   -1401
101086,COPPER - COMMODITY EXCHANGE INC.,1988-03-31,40060,9925,1553,    5214,    3941,     398
101087,COPPER - COMMODITY EXCHANGE INC.,1988-03-15,34846,5984,1155,     248,    1500,     230
101088,COPPER - COMMODITY EXCHANGE INC.,1988-02-29,34598,4484,925,   -7105,     302,   -2692
101089,COPPER - COMMODITY EXCHANGE INC.,1988-02-12,41703,4182,3617,   -2720,    -842,    -848
101090,COPPER - COMMODITY EXCHANGE INC.,1988-01-29,44423,5024,4465,    1983,   -2023,    1097
101091,COPPER - COMMODITY EXCHANGE INC.,1988-01-15,42440,7047,3368,    1234,   -4944,   -1232
101092,COPPER - COMMODITY EXCHANGE INC.,1987-12-31,41206,11991,4600,    -307,    -481,   -1926
101093,COPPER - COMMODITY EXCHANGE INC.,1987-12-15,41513,12472,6526,   -2912,   -2077,      -3
101094,COPPER - COMMODITY EXCHANGE INC.,1987-11-30,44425,14549,6529,   -1943,    1760,     376
101095,COPPER - COMMODITY EXCHANGE INC.,1987-11-13,46368,12789,6153,   -3106,    5746,     487
101096,COPPER - COMMODITY EXCHANGE INC.,1987-10-30,49474,7043,5666,  -15214,  -18624,   -1130
101097,COPPER - COMMODITY EXCHANGE INC.,1987-10-15,64688,25667,6796,    2116,     614,    -684
101098,COPPER - COMMODITY EXCHANGE INC.,1987-09-30,62572,25053,7480,   -5150,   -5513,    1749
101099,COPPER - COMMODITY EXCHANGE INC.,1987-09-15,67722,30566,5731,    2743,    6225,    1288
101100,COPPER - COMMODITY EXCHANGE INC.,1987-08-31,64979,24341,4443,  -10099,   -1875,    -400
101101,COPPER - COMMODITY EXCHANGE INC.,1987-08-14,75078,26216,4843,  -12275,   -5173,   -1519
101102,COPPER - COMMODITY EXCHANGE INC.,1987-07-31,87353,31389,6362,    4463,   -2682,    -487
101103,COPPER - COMMODITY EXCHANGE INC.,1987-07-15,82890,34071,6849,   -6750,   -7000,   -1513
101104,COPPER - COMMODITY EXCHANGE INC.,1987-06-30,89640,41071,8362,    3722,    5003,   -1013
101105,COPPER - COMMODITY EXCHANGE INC.,1987-06-15,85918,36068,9375,   13477,   13449,    7034
101106,COPPER - COMMODITY EXCHANGE INC.,1987-05-29,72441,22619,2341,   -7488,   -6356,   -3451
101107,COPPER - COMMODITY EXCHANGE INC.,1987-05-15,79929,28975,5792,   12877,    5594,    1209
101108,COPPER - COMMODITY EXCHANGE INC.,1987-04-30,67052,23381,4583,   -1394,   -3657,    1865
101109,COPPER - COMMODITY EXCHANGE INC.,1987-04-15,68446,27038,2718,   -8329,   -6612,    -170
101110,COPPER - COMMODITY EXCHANGE INC.,1987-03-31,76775,33650,2888,     -61,    4092,     922
101111,COPPER - COMMODITY EXCHANGE INC.,1987-03-13,76836,29558,1966,    -690,     530,     692
101112,COPPER - COMMODITY EXCHANGE INC.,1987-02-27,77526,29028,1274,     -63,     345,    -725
101113,COPPER - COMMODITY EXCHANGE INC.,1987-02-13,77589,28683,1999,    1745,    -179,    -751
101114,COPPER - COMMODITY EXCHANGE INC.,1987-01-30,75844,28862,2750,   -2641,    -651,    -655
101115,COPPER - COMMODITY EXCHANGE INC.,1987-01-15,78485,29513,3405,     497,    2426,    1379
101116,COPPER - COMMODITY EXCHANGE INC.,1986-12-31,77988,27087,2026,     263,      43,     522
101117,COPPER - COMMODITY EXCHANGE INC.,1986-12-15,77725,27044,1504,    3372,     827,     152
101118,COPPER - COMMODITY EXCHANGE INC.,1986-11-28,74353,26217,1352,     -99,     954,   -4430
101119,COPPER - COMMODITY EXCHANGE INC.,1986-11-14,74452,25263,5782,    4056,     302,    -683
101120,COPPER - COMMODITY EXCHANGE INC.,1986-10-31,70396,24961,6465,    6733,    1896,    4528
101121,COPPER - COMMODITY EXCHANGE INC.,1986-10-15,63663,23065,1937,   -1707,    -587,     980
101122,COPPER - COMMODITY EXCHANGE INC.,1986-09-30,65370,23652,957,    4487,    1121,    -877
101123,COPPER - COMMODITY EXCHANGE INC.,1986-09-15,60883,22531,1834,     765,    -306,   -4121
101124,COPPER - COMMODITY EXCHANGE INC.,1986-08-29,60118,22837,5955,   -1550,    5120,    -524
101125,COPPER - COMMODITY EXCHANGE INC.,1986-08-15,61668,17717,6479,    -392,     597,    1580
101126,COPPER - COMMODITY EXCHANGE INC.,1986-07-31,62060,17120,4899,   -1363,    -229,      55
101127,COPPER - COMMODITY EXCHANGE INC.,1986-07-15,63423,17349,4844,   -2275,    1505,    -723
101128,COPPER - COMMODITY EXCHANGE INC.,1986-06-30,65698,15844,5567,   -2583,   -5454,    2784
101129,COPPER - COMMODITY EXCHANGE INC.,1986-06-13,68281,21298,2783,   -3005,    -929,   -1821
101130,COPPER - COMMODITY EXCHANGE INC.,1986-05-30,71286,22227,4604,    1009,    1376,    1580
101131,COPPER - COMMODITY EXCHANGE INC.,1986-05-15,70277,20851,3024,   -3551,    1527,    -194
101132,COPPER - COMMODITY EXCHANGE INC.,1986-04-30,73828,19324,3218,   -5825,     613,    2067
101133,COPPER - COMMODITY EXCHANGE INC.,1986-04-15,79653,18711,1151,  -11953,  -11447,    -613
101134,COPPER - COMMODITY EXCHANGE INC.,1986-03-31,91606,30158,1764,    5080,    3891,    -334
101135,COPPER - COMMODITY EXCHANGE INC.,1986-03-14,86526,26267,2098,    7029,    7201,    1411
101136,COPPER - COMMODITY EXCHANGE INC.,1986-02-28,79497,19066,687,   -3890,    1286,    -267
101137,COPPER - COMMODITY EXCHANGE INC.,1986-02-14,83387,17780,954,   -5736,   -6575,     -90
101138,COPPER - COMMODITY EXCHANGE INC.,1986-01-31,89123,24355,1044,     308,   -2783,     204
101139,COPPER - COMMODITY EXCHANGE INC.,1986-01-15,88815,27138,840,.,.,.
