Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-19,3564,5777,   -3076,   -4748,12612,-14873,-2213,1672.0,0.7922046780586243,-0.0037201642990112305,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-12,6640,10525,      65,   -1580,27485,5955,-3885,1645.0,0.7688758969306946,-0.008547782897949219,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-05,6575,12105,     777,    1099,21530,77,-5530,-322.0,0.7590709328651428,-0.00011527538299560547,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-29,5798,11006,   -2620,    1079,21453,14,-5208,-3699.0,0.7591862082481384,-0.002428412437438965,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-22,8418,9927,    -706,    3400,21439,4176,-1509,-4106.0,0.7669299840927124,0.014427900314331055,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-15,9124,6527,   -2564,    1063,17263,-706,2597,-3627.0,0.7774840593338013,0.00777965784072876,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-08,11688,5464,    -467,    1334,17969,-1846,6224,-1801.0,0.7973846197128296,0.011530041694641113,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-01,12155,4130,   -1829,    -368,19815,689,8025,-1461.0,0.8183305859565735,0.003002464771270752,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-24,13984,4498,   -3015,    -562,19126,-4826,9486,-2453.0,0.812809944152832,-0.0011908411979675293,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-17,16999,5060,    1566,   -3203,23952,2150,11939,4769.0,0.8196049332618713,-0.0024254322052001953,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-10,15433,8263,     956,    -368,21802,1049,7170,1324.0,0.8210854530334473,0.006753206253051758,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-04-03,14477,8631,     431,   -1431,20753,506,5846,1862.0,0.825218677520752,0.007824540138244629,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-27,14046,10062,    -640,    -414,20247,-41,3984,-226.0,0.8227066993713379,0.0030345916748046875,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-20,14686,10476,   -4537,    4476,20288,-12623,4210,-9013.0,0.8252868056297302,0.00856029987335205,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-13,19223,6000,   -4283,    -718,32911,2961,13223,-3565.0,0.8200082182884216,-0.0018870830535888672,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-03-06,23506,6718,   -3500,    1826,29950,-5209,16788,-5326.0,0.8217602372169495,0.008090555667877197,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-28,27006,4892,   -2416,    -319,35159,-1730,22114,-2097.0,0.8406187295913696,0.00042378902435302734,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-21,29422,5211,     220,    -121,36889,185,24211,341.0,0.8376612663269043,0.0023788809776306152,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-14,29202,5332,    1001,     466,36704,1684,23870,535.0,0.8320159912109375,-0.003685176372528076,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-07,28201,4866,    2871,   -5667,35020,3393,23335,8538.0,0.8336807489395142,-0.0016016364097595215,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-31,25330,10533,    5098,    3233,31627,6058,14797,1865.0,0.8194034695625305,-0.00493091344833374,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-24,20232,7300,    4037,     560,25569,4614,12932,3477.0,0.8115565776824951,6.592273712158203e-05,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-17,16195,6740,    5537,    1111,20955,6782,9455,4426.0,0.7942811846733093,-0.0061029791831970215,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-10,10658,5629,    2801,     208,14173,3361,5029,2593.0,0.789016842842102,-0.00507509708404541,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-03,7857,5421,    1286,     255,10812,631,2436,1031.0,0.7810059189796448,-0.009382963180541992,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-27,6571,5166,     836,      43,10181,739,1405,793.0,0.7743534445762634,0.0023314952850341797,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-20,5735,5123,   -5413,    -642,9442,-19244,612,-4771.0,0.756887674331665,-0.011633694171905518,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-13,11148,5765,     403,   -1123,28686,1089,5383,1526.0,0.7620790004730225,0.005992531776428223,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-06,10745,6888,    -273,    -412,27597,-680,3857,139.0,0.7802746295928955,6.085634231567383e-05,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-29,11018,7300,   -1621,    2577,28277,1407,3718,-4198.0,0.7554011344909668,-0.008015871047973633,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-22,12639,4723,   -1616,    1082,26870,904,7916,-2698.0,0.7494566440582275,0.0001684427261352539,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-15,14255,3641,    -330,     606,25966,1216,10614,-936.0,0.7774840593338013,0.0080757737159729,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-08,14585,3035,    1191,     296,24750,729,11550,895.0,0.7954816818237305,-0.001712203025817871,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-01,13394,2739,      96,   -1340,24021,-654,10655,1436.0,0.8082767128944397,0.015255331993103027,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-25,13298,4079,     853,    -141,24675,620,9219,994.0,0.8054123520851135,0.007964134216308594,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-18,12445,4220,     370,   -1017,24055,-1004,8225,1387.0,0.7925814390182495,-0.0016997456550598145,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-11,12075,5237,    -854,   -2126,25059,-1152,6838,1272.0,0.7841292023658752,0.003732740879058838,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-04,12929,7363,   -1546,    2479,26211,2407,5566,-4025.0,0.7523888349533081,-0.006797373294830322,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-27,14475,4884,   -2036,    1938,23804,1497,9591,-3974.0,0.7796663045883179,-0.00835573673248291,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-20,16511,2946,   -2792,    1307,22307,-12357,13565,-4099.0,0.8179290294647217,-0.0041013360023498535,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-13,19303,1639,      88,      94,34664,6725,17664,-6.0,0.8241984844207764,0.0010854601860046387,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-06,19215,1545,    1262,     157,27939,1083,17670,1105.0,0.8280202150344849,0.003005802631378174,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-30,17953,1388,     -27,     284,26856,352,16565,-311.0,0.8483203649520874,-0.004049241542816162,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-23,17980,1104,   -1234,     307,26504,-201,16876,-1541.0,0.8233163356781006,-0.010781586170196533,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-16,19214,797,   -2374,    -364,26705,-2238,18417,-2010.0,0.8338892459869385,0.0,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-09,21588,1161,   -4220,    -521,28943,-4845,20427,-3699.0,0.8165932297706604,-0.023037314414978027,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-02,25808,1682,     567,    -268,33788,995,24126,835.0,0.8770390748977661,0.014226317405700684,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-26,25241,1950,    1877,      24,32793,1721,23291,1853.0,0.8622176051139832,-0.010458886623382568,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-19,23364,1926,     677,   -1177,31072,1327,21438,1854.0,0.8441668152809143,-0.012364208698272705,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-12,22687,3103,      39,    -559,29745,-775,19584,598.0,0.8265146017074585,0.008786261081695557,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-05,22648,3662,     406,    -216,30520,868,18986,622.0,0.8323622345924377,0.00577932596206665,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-28,22242,3878,    -700,    -215,29652,-609,18364,-485.0,0.8059965968132019,-0.004901885986328125,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-21,22942,4093,    -578,    -209,30261,-1171,18849,-369.0,0.8105698227882385,-0.0018438100814819336,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-14,23520,4302,     -53,   -3267,31432,-5795,19218,3214.0,0.8169267177581787,-0.002074122428894043,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-07,23573,7569,      -6,    -286,37227,6312,16004,280.0,0.8145976066589355,-0.006892561912536621,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-31,23579,7855,     345,   -1503,30915,-15,15724,1848.0,0.8188666701316833,-0.006624460220336914,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-24,23234,9358,     716,    -536,30930,1294,13876,1252.0,0.7900766730308533,-0.007753252983093262,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-17,22518,9894,    -310,     780,29636,-868,12624,-1090.0,0.7805182337760925,-0.006078183650970459,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-10,22828,9114,     306,    -608,30504,-1116,13714,914.0,0.7930842638015747,-0.0023974180221557617,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-03,22522,9722,    3317,    1974,31620,4400,12800,1343.0,0.80560702085495,0.006118714809417725,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-26,19205,7748,    1483,    -635,27220,1431,11457,2118.0,0.8001920580863953,-0.007236301898956299,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-19,17722,8383,    3489,     486,25789,4646,9339,3003.0,0.7860399484634399,-0.0034753084182739258,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-12,14233,7897,    4104,     463,21143,4946,6336,3641.0,0.7824726104736328,-0.0023335814476013184,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-05,10129,7434,    3531,    1075,16197,2796,2695,2456.0,0.7678722143173218,0.00029474496841430664,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-29,6598,6359,     593,   -1128,13401,-573,239,1721.0,0.7510890364646912,-0.00539785623550415,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-22,6005,7487,   -1272,   -2599,13974,-1877,-1482,1327.0,0.7357268929481506,-0.003863394260406494,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-15,7277,10086,   -6190,     965,15851,-11848,-2809,-7155.0,0.7390982508659363,0.006712138652801514,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-08,13467,9121,   -1859,    1206,27699,733,4346,-3065.0,0.7374087572097778,-0.0029481053352355957,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-01,15326,7915,    -649,      41,26966,-864,7411,-690.0,0.7530120611190796,0.005516171455383301,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-22,15975,7874,   -2043,    -334,27830,95,8101,-1709.0,0.7637085914611816,0.015597522258758545,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-15,18018,8208,   -2786,   -1739,27735,-162,9810,-1047.0,0.7559149861335754,0.0036959052085876465,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-08,20804,9947,     763,     176,27897,447,10857,587.0,0.7727975249290466,-0.0026968717575073242,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-01,20041,9771,    1534,    -109,27450,1251,10270,1643.0,0.7729169726371765,-0.00937199592590332,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-25,18507,9880,   -2717,     -97,26199,-1437,8627,-2620.0,0.7645260095596313,-0.003228306770324707,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-18,21224,9977,     281,   -1346,27636,278,11247,1627.0,0.772320032119751,0.00035774707794189453,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-11,20943,11323,    -219,     892,27358,915,9620,-1111.0,0.7634752988815308,0.004462003707885742,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-04,21162,10431,    2592,     -24,26443,1353,10731,2616.0,0.7736943960189819,0.005822181701660156,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-28,18570,10455,     790,      41,25090,9,8115,749.0,0.7505817413330078,-0.004306137561798096,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-21,17780,10414,   -3534,    1621,25081,571,7366,-5155.0,0.7405762076377869,-0.002034783363342285,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-14,21314,8793,    -710,    5030,24510,-3085,12521,-5740.0,0.7515971660614014,0.0007900595664978027,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-07,22024,3763,    -958,    -774,27595,20,18261,-184.0,0.7612088322639465,0.00449293851852417,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-30,22982,4537,   -3113,    -489,27575,-3394,18445,-2624.0,0.7443799376487732,0.002595186233520508,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-23,26095,5026,   -2820,    -444,30969,-2454,21069,-2376.0,0.7712478637695312,0.010791599750518799,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-16,28915,5470,    1950,     755,33423,1929,23445,1195.0,0.7723796963691711,0.0037401914596557617,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-09,26965,4715,    3572,     470,31494,3141,22250,3102.0,0.7864108085632324,0.010013282299041748,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-02,23393,4245,    1816,   -1461,28353,1599,19148,3277.0,0.7671064734458923,-0.004200935363769531,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-26,21577,5706,     100,    -440,26754,-277,15871,540.0,0.7514277100563049,0.002644479274749756,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-19,21477,6146,     201,    1443,27031,594,15331,-1242.0,0.7558007836341858,0.01081085205078125,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-12,21276,4703,     -63,    -302,26437,395,16573,239.0,0.7518231272697449,-0.005121827125549316,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-05,21339,5005,    -265,     671,26042,77,16334,-936.0,0.7390982508659363,-0.009404778480529785,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-28,21604,4334,   -1032,     106,25965,-855,17270,-1138.0,0.7341066002845764,-0.004991650581359863,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-21,22636,4228,    1222,    -347,26820,1065,18408,1569.0,0.7294477820396423,-0.0031529664993286133,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-14,21414,4575,    6766,    -696,25755,-2167,16839,7462.0,0.7305135726928711,-0.002463042736053467,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-07,14648,5271,    2455,      35,27922,7823,9377,2420.0,0.7232750058174133,0.005193769931793213,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-31,12193,5236,   -2738,     988,20099,-172,6957,-3726.0,0.7035812139511108,0.0034972429275512695,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-24,14931,4248,   -2664,   -1208,20271,-3356,10683,-1456.0,0.7060152888298035,0.0026320219039916992,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-17,17595,5456,   -1397,    -992,23627,-1409,12139,-405.0,0.7049203515052795,-0.007381081581115723,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-10,18992,6448,   -1361,    1154,25036,637,12544,-2515.0,0.7290223836898804,0.0059043169021606445,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-03,20353,5294,    1955,     570,24399,1480,15059,1385.0,0.7338911294937134,0.0,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-27,18398,4724,    3875,    -826,22919,4288,13674,4701.0,0.7320108413696289,0.009624063968658447,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-20,14523,5550,    1840,   -1681,18631,1833,8973,3521.0,0.7166403532028198,0.005048513412475586,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-13,12683,7231,    4590,    1715,16798,3839,5452,2875.0,0.7178235650062561,-0.0041980743408203125,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-06,8093,5516,    -366,    -457,12959,79,2577,91.0,0.6927126049995422,-0.010967612266540527,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-29,8459,5973,    1738,      74,12880,2404,2486,1664.0,0.6923769116401672,0.0068819522857666016,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-22,6721,5899,    2392,    -559,10476,1387,822,2951.0,0.7054175734519958,-0.007290005683898926,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-15,4329,6458,   -1901,    -641,9089,-8873,-2129,-1260.0,0.6986167430877686,0.0006339550018310547,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-08,6230,7099,   -1392,    1681,17962,2376,-869,-3073.0,0.6671114563941956,-0.007288336753845215,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-01,7622,5418,   -3720,    1738,15586,-2174,2204,-5458.0,0.6771856546401978,-0.003271639347076416,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-25,11342,3680,   -5398,    -507,17760,-3597,7662,-4891.0,0.6697026491165161,0.0009852051734924316,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-18,16740,4187,   -3688,     651,21357,-2858,12553,-4339.0,0.6891798973083496,0.007284224033355713,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-11,20428,3536,    1467,    -449,24215,903,16892,1916.0,0.716794490814209,0.0012822151184082031,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-04,18961,3985,    1407,    -660,23312,1515,14976,2067.0,0.7202016711235046,-0.005803823471069336,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-04-27,17554,4645,    3057,   -1100,21797,3886,12909,4157.0,0.7127075791358948,-0.005683243274688721,1,Market is Strong (Bullish)
